COD_IPRESS,NOMBRE,CLASIFICACION,DEPARTAMENTO,PROVINCIA,DISTRITO,CATEGORIA,INSTITUCION
00004069,LARAMARCA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUAYTARA,LARAMARCA,I-2,GOBIERNO REGIONAL
00007418,LECCLESPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,ROSARIO,I-1,GOBIERNO REGIONAL
00011208,LIMAPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,YAULI,I-1,GOBIERNO REGIONAL
00003975,LIRCAYCCASA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ANGARAES,CONGALLA,I-1,GOBIERNO REGIONAL
00003870,LIRIO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,ACORIA,I-1,GOBIERNO REGIONAL
00012120,LLACUA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CHURCAMPA,COSME,I-1,GOBIERNO REGIONAL
00007341,LLAHUECC,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,ACORIA,I-1,GOBIERNO REGIONAL
00007396,LLAMACANCHA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,ACRAQUIA,I-1,GOBIERNO REGIONAL
00011787,LLAMOCCTACHI,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ANGARAES,CHINCHO,I-1,GOBIERNO REGIONAL
00028780,LLANCAPUQUIO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ANGARAES,ANCHONGA,I-1,GOBIERNO REGIONAL
00004043,LLILLINTA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUAYTARA,PILPICHACA,I-2,GOBIERNO REGIONAL
00003978,LOCROJA,CENTROS DE SALUD O CENTROS MEDICOS,HUANCAVELICA,CHURCAMPA,LOCROJA,I-3,GOBIERNO REGIONAL
00011190,LOS ANDES DE SOTOPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,YAULI,I-1,GOBIERNO REGIONAL
00003875,LOS ANGELES DE CCARAHUASA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,ACORIA,I-1,GOBIERNO REGIONAL
00013021,LUCMA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CASTROVIRREYNA,ARMA,I-1,GOBIERNO REGIONAL
00003906,LUQUIA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,CUENCA,I-1,GOBIERNO REGIONAL
00003966,MAICENA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,I-1,GOBIERNO REGIONAL
00003916,MANTA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,MANTA,I-2,GOBIERNO REGIONAL
00003898,MANTACRA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,PAMPAS,I-1,GOBIERNO REGIONAL
00003941,MANYACC,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,ANTA,I-1,GOBIERNO REGIONAL
00003986,MANZANAYOCC,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CHURCAMPA,ANCO,I-2,GOBIERNO REGIONAL
00004028,MARCAS,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,I-1,GOBIERNO REGIONAL
00003928,MARCAS,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,MARCAS,I-2,GOBIERNO REGIONAL
00007289,MARCAVALLE,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,I-1,GOBIERNO REGIONAL
00004085,MARCOPATA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,I-1,GOBIERNO REGIONAL
00003891,MARISCAL CACERES,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,I-2,GOBIERNO REGIONAL
00004084,MASHUAYLLO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,I-1,GOBIERNO REGIONAL
00004079,MATASENCCA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,ACRAQUIA,I-1,GOBIERNO REGIONAL
00003936,MAYUNMARCA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,ANDABAMBA,I-1,GOBIERNO REGIONAL
00017387,MEDICOS SALUD UNION EN ALERTA S.A.C.,POLICLINICOS,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,0,PRIVADO
00019446,MEDICOS SALUD UNION EN ALERTA S.A.C.,POLICLINICOS,HUANCAVELICA,TAYACAJA,PAMPAS,0,PRIVADO
00025070,MINES & METALS TRADING PERU S.A.C.,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,I-2,PRIVADO
00004015,MOLLEPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,I-2,GOBIERNO REGIONAL
00007210,MONTECOLPA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,I-1,GOBIERNO REGIONAL
00003868,MOTOY,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,ACORIA,I-2,GOBIERNO REGIONAL
00004115,MOYA,CENTROS DE SALUD O CENTROS MEDICOS,HUANCAVELICA,HUANCAVELICA,MOYA,I-3,GOBIERNO REGIONAL
00004037,MUCHIC,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUAYTARA,HUAYTARA,I-1,GOBIERNO REGIONAL
00006820,NUEVA ACOBAMBILLA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,HUANDO,I-1,GOBIERNO REGIONAL
00003892,NUEVA ESPERANZA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,AHUAYCHA,I-2,GOBIERNO REGIONAL
00037987,NUEVA ESPERANZA DE CHONTA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,I-1,GOBIERNO REGIONAL
00009690,NUEVA JERUSALEN,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUAYTARA,PILPICHACA,I-1,GOBIERNO REGIONAL
00003909,NUEVO OCCORO,CENTROS DE SALUD O CENTROS MEDICOS,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,I-3,GOBIERNO REGIONAL
00012644,OCCORO VIEJO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,I-1,GOBIERNO REGIONAL
00004070,OCOBAMBA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUAYTARA,CORDOVA,I-2,GOBIERNO REGIONAL
00004094,OCORO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,COLCABAMBA,I-2,GOBIERNO REGIONAL
00004071,OCOYO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUAYTARA,OCOYO,I-2,GOBIERNO REGIONAL
00004031,OCROCOCHA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CASTROVIRREYNA,TANTARA,I-1,GOBIERNO REGIONAL
00003977,PACCAY,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CHURCAMPA,CHURCAMPA,I-2,GOBIERNO REGIONAL
00003994,PACHAMARCA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CHURCAMPA,PACHAMARCA,I-2,GOBIERNO REGIONAL
00004072,PACOMARCA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUAYTARA,OCOYO,I-2,GOBIERNO REGIONAL
00011229,PADRE RUMI,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,PAUCARA,I-1,GOBIERNO REGIONAL
00003902,PALCA,CENTROS DE SALUD O CENTROS MEDICOS,HUANCAVELICA,HUANCAVELICA,PALCA,I-3,GOBIERNO REGIONAL
00003988,PALERMO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CHURCAMPA,EL CARMEN,I-1,GOBIERNO REGIONAL
00003869,PALLALLA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,ACORIA,I-1,GOBIERNO REGIONAL
00004061,PALMACANCHA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,I-1,GOBIERNO REGIONAL
00007406,PALTAMACHAY,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,YAULI,I-1,GOBIERNO REGIONAL
00011206,PAMPACHACRA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,I-1,GOBIERNO REGIONAL
00011202,PAMPAHUASI,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ANGARAES,LIRCAY,I-1,GOBIERNO REGIONAL
00007456,PAMPAPUQUIO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,PAUCARA,I-1,GOBIERNO REGIONAL
00003887,PANTACHI NORTE,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,YAULI,I-1,GOBIERNO REGIONAL
00006822,PANTACHI SUR,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,YAULI,I-2,GOBIERNO REGIONAL
00003959,PARCO ALTO,CENTROS DE SALUD O CENTROS MEDICOS,HUANCAVELICA,ANGARAES,ANCHONGA,I-3,GOBIERNO REGIONAL
00007393,PARIACC,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,PICHOS,I-1,GOBIERNO REGIONAL
00003995,PATALLACCTA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CHURCAMPA,PACHAMARCA,I-1,GOBIERNO REGIONAL
00004088,PATAY,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,SALCABAMBA,I-1,GOBIERNO REGIONAL
00004001,PATIBAMBA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CHURCAMPA,PACHAMARCA,I-1,GOBIERNO REGIONAL
00016017,PATOCCOCHA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,ACORIA,I-1,GOBIERNO REGIONAL
00003930,PAUCARA,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,HUANCAVELICA,ACOBAMBA,PAUCARA,I-4,GOBIERNO REGIONAL
00003989,PAUCARBAMBA,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,I-4,GOBIERNO REGIONAL
00004014,PAURANGA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,I-1,GOBIERNO REGIONAL
00004104,PAZOS,CENTROS DE SALUD O CENTROS MEDICOS,HUANCAVELICA,TAYACAJA,PAZOS,I-3,GOBIERNO REGIONAL
00011497,PELAPATA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUAYTARA,PILPICHACA,I-1,GOBIERNO REGIONAL
00007290,PERCAPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ANGARAES,LIRCAY,I-1,GOBIERNO REGIONAL
00007358,PICHCCAHUASI,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUAYTARA,PILPICHACA,I-1,GOBIERNO REGIONAL
00012904,PICHIU,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,ANDAYMARCA,I-1,GOBIERNO REGIONAL
00004026,PICHUTA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,I-1,GOBIERNO REGIONAL
00004118,PILCHACA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,PILCHACA,I-1,GOBIERNO REGIONAL
00004042,PILPICHACA,CENTROS DE SALUD O CENTROS MEDICOS,HUANCAVELICA,HUAYTARA,PILPICHACA,I-3,GOBIERNO REGIONAL
00004000,PIO PACHAMARCA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CHURCAMPA,PACHAMARCA,I-1,GOBIERNO REGIONAL
00003946,PIRCAPAHUANA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ANGARAES,LIRCAY,I-1,GOBIERNO REGIONAL
00004093,POCCYACC,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,COLCABAMBA,I-1,GOBIERNO REGIONAL
00010586,"POLICLINICO ""ROSSI Y LUCY""",POLICLINICOS,HUANCAVELICA,ACOBAMBA,ACOBAMBA,I-3,PRIVADO
00003927,POMACANCHA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,CAJA,I-1,GOBIERNO REGIONAL
00003923,POMACOCHA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,POMACOCHA,I-2,GOBIERNO REGIONAL
00003919,POMAVILCA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,ACOBAMBA,I-1,GOBIERNO REGIONAL
00009476,POSTA  DE SALUD POLICIAL- HUANCAVELICA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,I-2,SANIDAD DE LA POLICIA NACIONAL DEL PERU
00009120,POSTA DE SALUD DE LA CIA. BUENAVENTURA UNIDAD ANTAPITE,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUAYTARA,CORDOVA,I-2,PRIVADO
00011235,POSTA DE SALUD U.P. RECUPERADA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,I-2,PRIVADO
00034377,POSTA MEDICA ACOBAMBA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,ACOBAMBA,I-2,ESSALUD
00025329,POSTA MEDICA CAMPO ARMI?O,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,COLCABAMBA,I-2,OTRO
00009136,POSTA MEDICA CASTROVIRREYNA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,I-2,ESSALUD
00009119,POSTA MEDICA COBRIZA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,I-2,ESSALUD
00009140,POSTA MEDICA DE CHURCAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CHURCAMPA,CHURCAMPA,I-2,ESSALUD
00020922,POSTA MEDICA E.P. HUANCAVELICA - INPE,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,ASCENSION,I-1,INPE
00009139,POSTA MEDICA HUAYTARA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUAYTARA,HUAYTARA,I-2,ESSALUD
00038102,POSTA MEDICA OCP COBRIZA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,I-2,PRIVADO
00010153,POSTA MEDICA POLICIAL PAMPAS,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,PAMPAS,I-2,SANIDAD DE LA POLICIA NACIONAL DEL PERU
00020087,POSTA MEDICA UNIDAD DE PRODUCCION COBRIZA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,0,PRIVADO
00018189,PROGRESO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,PAUCARA,I-2,GOBIERNO REGIONAL
00003938,PUCA CRUZ,CENTROS DE SALUD O CENTROS MEDICOS,HUANCAVELICA,ACOBAMBA,ROSARIO,I-3,GOBIERNO REGIONAL
00007337,PUCACCASA CHOPCCA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,YAULI,I-1,GOBIERNO REGIONAL
00003878,PUCACCOCHA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,ACORIA,I-1,GOBIERNO REGIONAL
00003882,PUCAPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,YAULI,I-1,GOBIERNO REGIONAL
00007291,PUEBLO LIBRE,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,SURCUBAMBA,I-1,GOBIERNO REGIONAL
00003860,PUEBLO LIBRE,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,I-1,GOBIERNO REGIONAL
00006630,PUERTO SAN ANTONIO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,ROBLE,I-2,GOBIERNO REGIONAL
00006823,PUESTO DE SALUD CHOPCCAPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,PAUCARA,I-2,GOBIERNO REGIONAL
00003918,PUESTO DE SALUD CURIMARAY,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,ACOBAMBA,I-2,GOBIERNO REGIONAL
00009697,PUESTO DE SALUD DE CASACANCHA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,ANTA,I-1,GOBIERNO REGIONAL
00003920,PUESTO DE SALUD DE CCARHUACC,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,ACOBAMBA,I-1,GOBIERNO REGIONAL
00009503,PUESTO DE SALUD DE VILLA MANTARO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,ROSARIO,I-1,GOBIERNO REGIONAL
00003921,PUESTO DE SALUD DE VILLA RICA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,ACOBAMBA,I-1,GOBIERNO REGIONAL
00007705,PUESTO DE SALUD HUANCAPITE,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,ANDABAMBA,I-1,GOBIERNO REGIONAL
00011225,PUESTO DE SALUD HUANCCALLACO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,CAJA,I-1,GOBIERNO REGIONAL
00009696,PUESTO DE SALUD LIBERTADORES DE CHOPCCA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,PAUCARA,I-1,GOBIERNO REGIONAL
00007372,PUESTO DE SALUD LLIPLLINA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,ROSARIO,I-1,GOBIERNO REGIONAL
00011234,PUESTO DE SALUD OCCORO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,ANTA,I-1,GOBIERNO REGIONAL
00009709,PUESTO DE SALUD PACCHO MOLINOS,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,PAUCARA,I-1,GOBIERNO REGIONAL
00011232,PUESTO DE SALUD PALOMA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,MARCAS,I-1,GOBIERNO REGIONAL
00007455,PUESTO DE SALUD PATACANCHA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,ANTA,I-1,GOBIERNO REGIONAL
00003933,PUESTO DE SALUD PUMARANRA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,PAUCARA,I-1,GOBIERNO REGIONAL
00011230,PUESTO DE SALUD RAYANNIYOCC,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,ANTA,I-1,GOBIERNO REGIONAL
00003937,PUESTO DE SALUD ROSARIO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,ROSARIO,I-2,GOBIERNO REGIONAL
00009501,PUESTO DE SALUD SAN PEDRO DE ?AHUINCUCHO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,ANTA,I-1,GOBIERNO REGIONAL
00009504,PUESTO DE SALUD TAMBRAICO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,ANTA,I-1,GOBIERNO REGIONAL
00009513,PUESTO DE SALUD VISTA ALEGRE DE ANDABAMBA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,ANDABAMBA,I-1,GOBIERNO REGIONAL
00009693,PUNCHAYPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,ROSARIO,I-1,GOBIERNO REGIONAL
00011351,PUTACCA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,PALCA,I-1,GOBIERNO REGIONAL
00004068,QUERCO,CENTROS DE SALUD O CENTROS MEDICOS,HUANCAVELICA,HUAYTARA,QUERCO,I-3,GOBIERNO REGIONAL
00003894,QUICHUAS,CENTROS DE SALUD O CENTROS MEDICOS,HUANCAVELICA,TAYACAJA,QUICHUAS,I-3,GOBIERNO REGIONAL
00009466,QUIMINA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,ACORIA,I-1,GOBIERNO REGIONAL
00007388,QUINTAO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,ANDAYMARCA,I-1,GOBIERNO REGIONAL
00007108,QUINTAOJO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,ACOSTAMBO,I-1,GOBIERNO REGIONAL
00004089,QUISHUAR,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,QUISHUAR,I-2,GOBIERNO REGIONAL
00004041,QUISHUARPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,I-1,GOBIERNO REGIONAL
00003970,QUISPICANCHA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ANGARAES,SECCLLA,I-1,GOBIERNO REGIONAL
00004039,QUITO ARMA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUAYTARA,QUITO ARMA,I-2,GOBIERNO REGIONAL
00012900,RANRA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,COLCABAMBA,I-1,GOBIERNO REGIONAL
00007450,RUNDOVILCA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,COLCABAMBA,I-1,GOBIERNO REGIONAL
00007389,RURUNMARCA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ACOBAMBA,CAJA,I-1,GOBIERNO REGIONAL
00007707,SACHACOTO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,SURCUBAMBA,I-2,GOBIERNO REGIONAL
00019140,SACHAPITE,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,YAULI,I-1,GOBIERNO REGIONAL
00003856,SACSAMARCA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,I-1,GOBIERNO REGIONAL
00004086,SALCABAMBA,CENTROS DE SALUD O CENTROS MEDICOS,HUANCAVELICA,TAYACAJA,SALCABAMBA,I-3,GOBIERNO REGIONAL
00004126,SALCAHUASI,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,SALCAHUASI,I-2,GOBIERNO REGIONAL
00011210,SALLCCABAMBA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,I-1,GOBIERNO REGIONAL
00009467,SAN ANTONIO (A?AYLLA),PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,ACORIA,I-1,GOBIERNO REGIONAL
00003965,SAN ANTONIO DE ANTAPARCO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,I-1,GOBIERNO REGIONAL
00004040,SAN ANTONIO DE CUSICANCHA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,I-2,GOBIERNO REGIONAL
00004127,SAN ANTONIO DE SALCABAMBA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,SALCAHUASI,I-1,GOBIERNO REGIONAL
00003861,SAN CRISTOBAL,CENTROS DE SALUD O CENTROS MEDICOS,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,I-3,GOBIERNO REGIONAL
00003990,SAN CRISTOBAL DE CCOCHA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,I-1,GOBIERNO REGIONAL
00004044,SAN FELIPE,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUAYTARA,PILPICHACA,I-1,GOBIERNO REGIONAL
00004062,SAN FRANCISCO DE SANGAYAICO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,I-2,GOBIERNO REGIONAL
00011350,SAN GERONIMO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,I-1,GOBIERNO REGIONAL
00004122,SAN ISIDRO DE ACOBAMBA,CENTROS DE SALUD O CENTROS MEDICOS,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,I-3,GOBIERNO REGIONAL
00009713,SAN ISIDRO DE AMPURHUAY,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,ACORIA,I-1,GOBIERNO REGIONAL
00004067,SAN ISIDRO DE HUIRPACANCHA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUAYTARA,SAN ISIDRO,I-1,GOBIERNO REGIONAL
00006914,SAN JOSE,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,QUICHUAS,I-2,GOBIERNO REGIONAL
00003911,SAN JOSE DE ACOBAMBILLA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,I-2,GOBIERNO REGIONAL
00003908,SAN JOSE DE BELEN,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,LARIA,I-1,GOBIERNO REGIONAL
